,topic_id,query,result,persona
60,350,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Health and Computer Terminals.
Description: Is it hazardous to the health of individuals to work with computer terminals on a daily basis?","{'keywords': ['health', 'computer terminals', 'hazardous'], 'questions': {'1': 'What are computer terminals?', '2': 'How does it affect health?', '3': 'What are the hazards?', '4': 'What are the risks?', '5': 'What are the benefits?', '6': 'What are the precautions?', '7': 'What are the alternatives?', '8': 'What are the solutions?', '9': 'What are the studies?', '10': 'What are the statistics?'}, 'queries': {'1': 'Define computer terminals', '2': 'Effects on health', '3': 'Hazards of computer terminals', '4': 'Risks of computer terminals', '5': 'Benefits of computer terminals', '6': 'Precautions for computer terminals', '7': 'Alternatives to computer terminals', '8': 'Solutions for computer terminals', '9': 'Studies on computer terminals', '10': 'Statistics on computer terminals'}}",Markus
61,363,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: transportation tunnel disasters.
Description: What disasters have occurred in tunnels used for transportation?","{'keywords': ['transportation', 'tunnel', 'disasters'], 'questions': {'1': 'What is a transportation tunnel?', '2': 'What are common disasters?', '3': 'What causes disasters?', '4': 'How are disasters prevented?', '5': 'What are recent disasters?', '6': 'What are the consequences?', '7': 'What is the history?', '8': 'What is the impact?', '9': 'What is the cost?', '10': 'What is the future?'}, 'queries': {'1': 'Transportation tunnel definition', '2': 'Common transportation tunnel disasters', '3': 'Causes of tunnel disasters', '4': 'Preventing tunnel disasters', '5': 'Recent transportation tunnel disasters', '6': 'Consequences of tunnel disasters', '7': 'History of transportation tunnel disasters', '8': 'Impact of transportation tunnel disasters', '9': 'Cost of transportation tunnel disasters', '10': 'Future of transportation tunnels'}}",Markus
62,367,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: piracy.
Description: What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","{'keywords': ['modern piracy', 'boat hijacking', 'piracy instances'], 'questions': {'1': 'What is modern piracy?', '2': 'What are instances of boat hijacking?', '3': 'What are recent piracy instances?'}, 'queries': {'1': 'Define modern piracy', '2': 'Boat hijacking examples', '3': 'Recent piracy incidents', '4': 'Piracy in boats', '5': 'Modern piracy cases', '6': 'Boat takeover examples', '7': 'Piracy in recent years', '8': 'Boat piracy cases', '9': 'Recent boat hijackings', '10': 'Modern boat piracy'}}",Markus
63,372,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Native American casino.
Description: Identify documents that discuss the growth of Native American casino gambling.","{'keywords': ['Native American', 'casino', 'gambling'], 'questions': {'1': 'What is Native American casino?', '2': 'How did gambling grow?', '3': 'What are the benefits?', '4': 'What are the drawbacks?', '5': 'What is the history?', '6': 'What is the future?', '7': 'What is the impact?', '8': 'What is the revenue?', '9': 'What is the regulation?', '10': 'What is the location?'}, 'queries': {'1': 'Native American casino definition', '2': 'Gambling growth statistics', '3': 'Benefits of casino gambling', '4': 'Drawbacks of casino gambling', '5': 'Native American casino history', '6': 'Future of casino gambling', '7': 'Impact of casino gambling', '8': 'Casino revenue statistics', '9': 'Native American casino regulation', '10': 'Location of Native American casinos'}}",Markus
64,354,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: journalist risks.
Description: Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","{'keywords': ['journalist', 'risks', 'instances'], 'questions': {'1': 'What are journalist risks?', '2': 'How are journalists at risk?', '3': 'What are instances of journalist risks?', '4': 'What are journalist dangers?', '5': 'How can journalists be endangered?', '6': 'What are examples of journalist risks?', '7': 'What are journalist hazards?', '8': 'How do journalists face danger?', '9': 'What are cases of journalist risks?', '10': 'What are journalist threats?'}, 'queries': {'1': 'Journalist risks explained', '2': 'Journalist danger types', '3': 'Journalist risks instances list', '4': 'Journalist risks and dangers', '5': 'Journalist endangerment ways', '6': 'Journalist risks examples given', '7': 'Journalist hazards overview', '8': 'Journalist danger facing ways', '9': 'Journalist risks cases listed', '10': 'Journalist threats explained'}}",Markus
65,362,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: human smuggling.
Description: Identify incidents of human smuggling.","{'keywords': ['human smuggling', 'incidents', 'identify'], 'questions': {'1': 'What is human smuggling?', '2': 'Where does it happen?', '3': 'How is it done?', '4': 'Who are the victims?', '5': 'What are the consequences?', '6': 'What is being done?', '7': 'What can be done?', '8': 'What are the laws?', '9': 'What are the risks?', '10': 'What are the causes?'}, 'queries': {'1': 'Definition of human smuggling', '2': 'Locations of human smuggling', '3': 'Methods of human smuggling', '4': 'Victims of human smuggling', '5': 'Consequences of human smuggling', '6': 'Efforts to stop human smuggling', '7': 'Prevention of human smuggling', '8': 'Laws against human smuggling', '9': 'Risks of human smuggling', '10': 'Causes of human smuggling'}}",Markus
66,356,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: postmenopausal estrogen Britain.
Description: Identify documents discussing the use of estrogen by postmenopausal women in Britain.","{'keywords': ['postmenopausal', 'estrogen', 'Britain'], 'questions': {'1': 'What is postmenopausal estrogen?', '2': 'How is estrogen used?', '3': 'What is the situation in Britain?', '4': 'What are the benefits?', '5': 'What are the risks?', '6': 'What are the side effects?', '7': 'What are the alternatives?', '8': 'What are the guidelines?', '9': 'What are the studies?', '10': 'What are the opinions?'}, 'queries': {'1': 'Definition of postmenopausal estrogen', '2': 'Uses of estrogen', '3': 'Postmenopausal estrogen in Britain', '4': 'Benefits of estrogen use', '5': 'Risks of estrogen use', '6': 'Side effects of estrogen', '7': 'Alternatives to estrogen', '8': 'Guidelines for estrogen use', '9': 'Studies on postmenopausal estrogen', '10': 'Opinions on estrogen use'}}",Markus
67,355,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: ocean remote sensing.
Description: Identify documents discussing the development and application of space-borne ocean remote sensing.","{'keywords': ['ocean', 'remote sensing', 'space-borne'], 'questions': {'1': 'What is ocean remote sensing?', '2': 'How does space-borne remote sensing work?', '3': 'What are the benefits of ocean remote sensing?', '4': 'What are the limitations of ocean remote sensing?', '5': 'What is the history of ocean remote sensing?', '6': 'What are the applications of ocean remote sensing?', '7': 'What are the different types of ocean remote sensing?', '8': 'What are the challenges of ocean remote sensing?', '9': 'What is the future of ocean remote sensing?', '10': 'How is ocean remote sensing used in Sheffield?'}, 'queries': {'1': 'Ocean remote sensing definition', '2': 'Space-borne sensing explanation', '3': 'Benefits of ocean sensing', '4': 'Limitations of ocean sensing', '5': 'History of ocean sensing', '6': 'Applications of ocean sensing', '7': 'Types of ocean sensing', '8': 'Challenges of ocean sensing', '9': 'Future of ocean sensing', '10': 'Sheffield ocean sensing use'}}",Markus
68,353,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Antarctica exploration.
Description: Identify systematic explorations and scientific investigations of Antarctica, current or planned.","{'keywords': ['Antarctica', 'exploration', 'scientific investigations'], 'questions': {'1': 'What is Antarctica?', '2': 'Who explored Antarctica?', '3': 'What scientific investigations in Antarctica?', '4': 'What is planned exploration?', '5': 'What is the history of Antarctica exploration?', '6': 'What is the purpose of exploration?', '7': 'What is the climate like?', '8': 'What is the wildlife like?', '9': 'What is the geography like?', '10': 'What is the geology like?'}, 'queries': {'1': 'Antarctica facts', '2': 'Antarctica explorers', '3': 'Antarctica scientific studies', '4': 'Antarctica future exploration', '5': 'Antarctica exploration history', '6': 'Antarctica exploration purpose', '7': 'Antarctica climate information', '8': 'Antarctica wildlife description', '9': 'Antarctica geography details', '10': 'Antarctica geology information'}}",Markus
69,375,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: hydrogen energy.
Description: What is the status of research on hydrogen as a feasible energy source?","{'keywords': ['hydrogen', 'energy', 'research'], 'questions': {'1': 'What is hydrogen energy?', '2': 'How is hydrogen produced?', '3': 'What are the benefits?', '4': 'What are the drawbacks?', '5': 'What is the current research?', '6': 'What is the future?', '7': ""What is Sheffield's role?"", '8': 'What are the costs?', '9': 'What is the efficiency?', '10': 'What are the applications?'}, 'queries': {'1': 'Hydrogen energy explained', '2': 'Hydrogen production methods', '3': 'Benefits of hydrogen energy', '4': 'Drawbacks of hydrogen energy', '5': 'Current hydrogen research status', '6': 'Future of hydrogen energy', '7': ""Sheffield's role in hydrogen energy"", '8': 'Costs of hydrogen energy', '9': 'Efficiency of hydrogen energy', '10': 'Applications of hydrogen energy'}}",Markus
70,378,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: euro opposition.
Description: Identify documents that discuss opposition to the use of the euro, the European currency.","{'keywords': ['euro', 'opposition', 'currency'], 'questions': {'1': 'What is euro opposition?', '2': 'Why oppose the euro?', '3': 'Who opposes the euro?', '4': 'What are the drawbacks?', '5': 'What are the benefits?', '6': 'What are the alternatives?', '7': 'What is the history?', '8': 'What is the impact?', '9': 'What is the future?', '10': 'What is the debate?'}, 'queries': {'1': 'euro opposition definition', '2': 'euro drawbacks', '3': 'who opposes euro', '4': 'euro alternatives', '5': 'euro benefits', '6': 'euro history summary', '7': 'euro impact analysis', '8': 'euro future predictions', '9': 'euro debate overview', '10': 'why oppose euro'}}",Markus
71,399,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Consider that Markus is from sheffield if the topic can have a relation to sheffield. Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: oceanographic vessels.
Description: Identify documents that discuss the activities or equipment of oceanographic vessels.","{'keywords': ['oceanographic vessels', 'activities', 'equipment'], 'questions': {'1': 'What are oceanographic vessels?', '2': 'What activities do they perform?', '3': 'What equipment do they use?', '4': 'How are they built?', '5': 'What is their purpose?', '6': 'What is their history?', '7': 'What is their impact?', '8': 'Who operates them?', '9': 'What are their capabilities?', '10': 'What are their limitations?'}, 'queries': {'1': 'Definition of oceanographic vessels', '2': 'Activities of oceanographic vessels', '3': 'Equipment used by oceanographic vessels', '4': 'Construction of oceanographic vessels', '5': 'Purpose of oceanographic vessels', '6': 'History of oceanographic vessels', '7': 'Impact of oceanographic vessels', '8': 'Operators of oceanographic vessels', '9': 'Capabilities of oceanographic vessels', '10': 'Limitations of oceanographic vessels'}}",Markus
